Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","351","Chine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8889.173494","Fc","Donnée calculée",""
"MK","Indicateurs macro","351","Chine","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","5237211.467175","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées",""
"MK","Indicateurs macro","351","Chine","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","41.230774","Fc","Donnée calculée",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","341241.97222","X","Sources internationales sûres",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","46705.027813","X","Sources internationales sûres",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","73907.16325","X","Sources internationales sûres",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","21.658286","Fc","Donnée calculée",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","50456.759225","X","Sources internationales sûres",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","81043.968656","X","Sources internationales sûres",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","9988.411414","X","Sources internationales sûres",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","19.795983","Fc","Donnée calculée",""
"MK","Indicateurs macro","41","Chine, continentale","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","12310491.937814","X","Sources internationales sûres",""
"MK","Indicateurs macro","41","Chine, continentale","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8663.126784","X","Sources internationales sûres",""
"MK","Indicateurs macro","41","Chine, continentale","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","5153315.89251","X","Sources internationales sûres",""
"MK","Indicateurs macro","41","Chine, continentale","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","41.861169","Fc","Donnée calculée",""
"MK","Indicateurs macro","50","Chypre","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","22870.734322","X","Sources internationales sûres",""
"MK","Indicateurs macro","50","Chypre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","26755.5929","X","Sources internationales sûres",""
"MK","Indicateurs macro","50","Chypre","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","4754.489167","X","Sources internationales sûres",""
"MK","Indicateurs macro","50","Chypre","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","20.788529","Fc","Donnée calculée",""
"MK","Indicateurs macro","50","Chypre","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","368.175878","Fc","Donnée calculée",""
"MK","Indicateurs macro","50","Chypre","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","808.19655","Fc","Donnée calculée",""
"MK","Indicateurs macro","44","Colombie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","311883.730442","X","Sources internationales sûres",""
"MK","Indicateurs macro","44","Colombie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6376.707362","X","Sources internationales sûres",""
"MK","Indicateurs macro","44","Colombie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","67757.985726","X","Sources internationales sûres",""
"MK","Indicateurs macro","44","Colombie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","21.725399","Fc","Donnée calculée",""
"MK","Indicateurs macro","44","Colombie","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","18669.565415","Fc","Donnée calculée",""
"MK","Indicateurs macro","44","Colombie","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","29725.607511","Fc","Donnée calculée",""
"MK","Indicateurs macro","45","Comores","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","1077.439756","X","Sources internationales sûres",""
"MK","Indicateurs macro","45","Comores","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1323.811705","X","Sources internationales sûres",""
"MK","Indicateurs macro","45","Comores","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","143.550098","X","Sources internationales sûres",""
"MK","Indicateurs macro","45","Comores","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","13.32326","Fc","Donnée calculée",""
"MK","Indicateurs macro","46","Congo","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","11011.6519","X","Sources internationales sûres",""
"MK","Indicateurs macro","46","Congo","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2154.629048","X","Sources internationales sûres",""
"MK","Indicateurs macro","46","Congo","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","4023.96559","X","Sources internationales sûres",""
"MK","Indicateurs macro","46","Congo","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","36.542797","Fc","Donnée calculée",""
"MK","Indicateurs macro","48","Costa Rica","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","60516.044623","X","Sources internationales sûres",""
"MK","Indicateurs macro","48","Costa Rica","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","12225.577172","X","Sources internationales sûres",""
"MK","Indicateurs macro","48","Costa Rica","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","11000.461771","X","Sources internationales sûres",""
"MK","Indicateurs macro","48","Costa Rica","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","18.177761","Fc","Donnée calculée",""
"MK","Indicateurs macro","48","Costa Rica","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","2734.339356","Fc","Donnée calculée",""
"MK","Indicateurs macro","48","Costa Rica","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","5406.72292","Fc","Donnée calculée",""
"MK","Indicateurs macro","107","Côte d'Ivoire","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","51588.154312","X","Sources internationales sûres",""
"MK","Indicateurs macro","107","Côte d'Ivoire","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2111.026809","X","Sources internationales sûres",""
"MK","Indicateurs macro","107","Côte d'Ivoire","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","10380.530329","X","Sources internationales sûres",""
"MK","Indicateurs macro","107","Côte d'Ivoire","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","20.121926","Fc","Donnée calculée",""
"MK","Indicateurs macro","98","Croatie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","56214.432403","X","Sources internationales sûres",""
"MK","Indicateurs macro","98","Croatie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","13439.243178","X","Sources internationales sûres",""
"MK","Indicateurs macro","98","Croatie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","11069.953325","X","Sources internationales sûres",""
"MK","Indicateurs macro","98","Croatie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","19.692369","Fc","Donnée calculée",""
"MK","Indicateurs macro","98","Croatie","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","1242.320175","Fc","Donnée calculée",""
"MK","Indicateurs macro","98","Croatie","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","2704.008395","Fc","Donnée calculée",""
"MK","Indicateurs macro","49","Cuba","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","96851","X","Sources internationales sûres",""
"MK","Indicateurs macro","49","Cuba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8541.21444","X","Sources internationales sûres",""
"MK","Indicateurs macro","49","Cuba","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","9564","X","Sources internationales sûres",""
"MK","Indicateurs macro","49","Cuba","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","9.874963","Fc","Donnée calculée",""
"MK","Indicateurs macro","279","Curaçao","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","3116.629207","X","Sources internationales sûres",""
"MK","Indicateurs macro","279","Curaçao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","19238.808167","X","Sources internationales sûres",""
"MK","Indicateurs macro","279","Curaçao","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","777.133014","X","Sources internationales sûres",""
"MK","Indicateurs macro","279","Curaçao","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","24.935049","Fc","Donnée calculée",""
"MK","Indicateurs macro","54","Danemark","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","332121.063806","X","Sources internationales sûres",""
"MK","Indicateurs macro","54","Danemark","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","57938.797728","X","Sources internationales sûres",""
"MK","Indicateurs macro","54","Danemark","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","71007.983006","X","Sources internationales sûres",""
"MK","Indicateurs macro","54","Danemark","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","21.38015","Fc","Donnée calculée",""
"MK","Indicateurs macro","54","Danemark","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","3667.028724","Fc","Donnée calculée",""
"MK","Indicateurs macro","54","Danemark","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","11686.391792","Fc","Donnée calculée",""
"MK","Indicateurs macro","72","Djibouti","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","2766.868072","X","Sources internationales sûres",""
"MK","Indicateurs macro","72","Djibouti","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2930.696963","X","Sources internationales sûres",""
"MK","Indicateurs macro","72","Djibouti","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","716.991592","X","Sources internationales sûres",""
"MK","Indicateurs macro","72","Djibouti","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","25.913472","Fc","Donnée calculée",""
"MK","Indicateurs macro","55","Dominique","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","520.7","X","Sources internationales sûres",""
"MK","Indicateurs macro","55","Dominique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7286.797839","X","Sources internationales sûres",""
"MK","Indicateurs macro","55","Dominique","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","87.748148","X","Sources internationales sûres",""
"MK","Indicateurs macro","55","Dominique","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","16.851959","Fc","Donnée calculée",""
"MK","Indicateurs macro","59","Égypte","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","195135.299313","X","Sources internationales sûres",""
"MK","Indicateurs macro","59","Égypte","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2023.331158","X","Sources internationales sûres",""
"MK","Indicateurs macro","59","Égypte","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","29804.526984","X","Sources internationales sûres",""
"MK","Indicateurs macro","59","Égypte","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","15.273775","Fc","Donnée calculée",""
"MK","Indicateurs macro","60","El Salvador","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","24979.19","X","Sources internationales sûres",""
"MK","Indicateurs macro","60","El Salvador","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3910.253179","X","Sources internationales sûres",""
"MK","Indicateurs macro","60","El Salvador","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","4003.87","X","Sources internationales sûres",""
"MK","Indicateurs macro","60","El Salvador","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","16.028822","Fc","Donnée calculée",""
"MK","Indicateurs macro","225","Émirats arabes unis","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","385605.506855","X","Sources internationales sûres",""
"MK","Indicateurs macro","225","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","40644.804043","X","Sources internationales sûres",""
"MK","Indicateurs macro","225","Émirats arabes unis","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","73175.615201","X","Sources internationales sûres",""
"MK","Indicateurs macro","225","Émirats arabes unis","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","18.976808","Fc","Donnée calculée",""
"MK","Indicateurs macro","58","Équateur","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","104295.862","X","Sources internationales sûres",""
"MK","Indicateurs macro","58","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6213.501276","X","Sources internationales sûres",""
"MK","Indicateurs macro","58","Équateur","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","26496.256","X","Sources internationales sûres",""
"MK","Indicateurs macro","58","Équateur","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","25.404897","Fc","Donnée calculée",""
"MK","Indicateurs macro","58","Équateur","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","7156.838","Fc","Donnée calculée",""
"MK","Indicateurs macro","58","Équateur","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","11768.234","Fc","Donnée calculée",""
"MK","Indicateurs macro","178","Érythrée","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","1903.966833","X","Sources internationales sûres",""
"MK","Indicateurs macro","178","Érythrée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","557.874751","X","Sources internationales sûres",""
"MK","Indicateurs macro","178","Érythrée","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","164.831277","X","Sources internationales sûres",""
"MK","Indicateurs macro","178","Érythrée","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","8.657256","Fc","Donnée calculée",""
"MK","Indicateurs macro","203","Espagne","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","1312539.279462","X","Sources internationales sûres",""
"MK","Indicateurs macro","203","Espagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","28137.441564","X","Sources internationales sûres",""
"MK","Indicateurs macro","203","Espagne","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","245063.996974","X","Sources internationales sûres",""
"MK","Indicateurs macro","203","Espagne","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","18.670984","Fc","Donnée calculée",""
"MK","Indicateurs macro","203","Espagne","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","33723.242479","Fc","Donnée calculée",""
"MK","Indicateurs macro","203","Espagne","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","59721.725073","Fc","Donnée calculée",""
"MK","Indicateurs macro","63","Estonie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","26924.385103","X","Sources internationales sûres",""
"MK","Indicateurs macro","63","Estonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","20406.691807","X","Sources internationales sûres",""
"MK","Indicateurs macro","63","Estonie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","6984.502403","X","Sources internationales sûres",""
"MK","Indicateurs macro","63","Estonie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","25.941177","Fc","Donnée calculée",""
"MK","Indicateurs macro","209","Eswatini","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","4401.526105","X","Sources internationales sûres",""
"MK","Indicateurs macro","209","Eswatini","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3913.145927","X","Sources internationales sûres",""
"MK","Indicateurs macro","209","Eswatini","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","564.74651","X","Sources internationales sûres",""
"MK","Indicateurs macro","209","Eswatini","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","12.830698","Fc","Donnée calculée",""
"MK","Indicateurs macro","209","Eswatini","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","325.503338","Fc","Donnée calculée",""
"MK","Indicateurs macro","209","Eswatini","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","420.876204","Fc","Donnée calculée",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","19479623","X","Sources internationales sûres",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","59921.674703","X","Sources internationales sûres",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","4020265","X","Sources internationales sûres",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","20.63831","Fc","Donnée calculée",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","160847.459832","Fc","Donnée calculée",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","411939.348805","Fc","Donnée calculée",""
"MK","Indicateurs macro","238","Éthiopie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","76794.516911","X","Sources internationales sûres",""
"MK","Indicateurs macro","238","Éthiopie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","721.753494","X","Sources internationales sûres",""
"MK","Indicateurs macro","238","Éthiopie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","29131.926463","X","Sources internationales sûres",""
"MK","Indicateurs macro","238","Éthiopie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","37.934904","Fc","Donnée calculée",""
"MK","Indicateurs macro","185","Fédération de Russie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","1574199.379405","X","Sources internationales sûres",""
"MK","Indicateurs macro","185","Fédération de Russie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","10817.003315","X","Sources internationales sûres",""
"MK","Indicateurs macro","185","Fédération de Russie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","346042.692327","X","Sources internationales sûres",""
"MK","Indicateurs macro","185","Fédération de Russie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","21.982139","Fc","Donnée calculée",""
"MK","Indicateurs macro","66","Fidji","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","5353.491805","X","Sources internationales sûres",""
"MK","Indicateurs macro","66","Fidji","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6101.130428","X","Sources internationales sûres",""
"MK","Indicateurs macro","66","Fidji","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","972.772763","X","Sources internationales sûres",""
"MK","Indicateurs macro","66","Fidji","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","18.170809","Fc","Donnée calculée",""
"MK","Indicateurs macro","67","Finlande","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","255647.979916","X","Sources internationales sûres",""
"MK","Indicateurs macro","67","Finlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","46385.550876","X","Sources internationales sûres",""
"MK","Indicateurs macro","67","Finlande","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","59766.912322","X","Sources internationales sûres",""
"MK","Indicateurs macro","67","Finlande","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","23.378598","Fc","Donnée calculée",""
"MK","Indicateurs macro","67","Finlande","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","1499.086921","Fc","Donnée calculée",""
"MK","Indicateurs macro","67","Finlande","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","5075.657526","Fc","Donnée calculée",""
"MK","Indicateurs macro","68","France","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","2595151.045198","X","Sources internationales sûres",""
"MK","Indicateurs macro","68","France","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","38720.645922","X","Sources internationales sûres",""
"MK","Indicateurs macro","68","France","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","583801.157101","X","Sources internationales sûres",""
"MK","Indicateurs macro","68","France","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","22.495845","Fc","Donnée calculée",""
"MK","Indicateurs macro","68","France","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","35712.611031","Fc","Donnée calculée",""
"MK","Indicateurs macro","68","France","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","87805.599119","Fc","Donnée calculée",""
"MK","Indicateurs macro","74","Gabon","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","14929.646484","X","Sources internationales sûres",""
"MK","Indicateurs macro","74","Gabon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7230.472774","X","Sources internationales sûres",""
"MK","Indicateurs macro","74","Gabon","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","3204.302716","X","Sources internationales sûres",""
"MK","Indicateurs macro","74","Gabon","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","21.462683","Fc","Donnée calculée",""
"MK","Indicateurs macro","75","Gambie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","1504.954083","X","Sources internationales sûres",""
"MK","Indicateurs macro","75","Gambie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","679.778473","X","Sources internationales sûres",""
"MK","Indicateurs macro","75","Gambie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","345.53339","X","Sources internationales sûres",""
"MK","Indicateurs macro","75","Gambie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","22.95973","Fc","Donnée calculée",""
"MK","Indicateurs macro","75","Gambie","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","203.026244","Fc","Donnée calculée",""
"MK","Indicateurs macro","75","Gambie","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","227.760507","Fc","Donnée calculée",""
"MK","Indicateurs macro","73","Géorgie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","16242.687078","X","Sources internationales sûres",""
"MK","Indicateurs macro","73","Géorgie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4051.842804","X","Sources internationales sûres",""
"MK","Indicateurs macro","73","Géorgie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","4140.596723","X","Sources internationales sûres",""
"MK","Indicateurs macro","73","Géorgie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","25.492067","Fc","Donnée calculée",""
"MK","Indicateurs macro","73","Géorgie","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","937.697733","Fc","Donnée calculée",""
"MK","Indicateurs macro","73","Géorgie","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","1484.298012","Fc","Donnée calculée",""
"MK","Indicateurs macro","81","Ghana","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","60403.027568","X","Sources internationales sûres",""
"MK","Indicateurs macro","81","Ghana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2074.175443","X","Sources internationales sûres",""
"MK","Indicateurs macro","81","Ghana","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","11407.972532","X","Sources internationales sûres",""
"MK","Indicateurs macro","81","Ghana","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","18.886425","Fc","Donnée calculée",""
"MK","Indicateurs macro","84","Grèce","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","199844.41844","X","Sources internationales sûres",""
"MK","Indicateurs macro","84","Grèce","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","18907.740558","X","Sources internationales sûres",""
"MK","Indicateurs macro","84","Grèce","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","23564.012882","X","Sources internationales sûres",""
"MK","Indicateurs macro","84","Grèce","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","11.791179","Fc","Donnée calculée",""
"MK","Indicateurs macro","84","Grèce","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","6978.154725","Fc","Donnée calculée",""
"MK","Indicateurs macro","84","Grèce","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","millions","13821.193932","Fc","Donnée calculée",""
"MK","Indicateurs macro","86","Grenade","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","1125.685185","X","Sources internationales sûres",""
"MK","Indicateurs macro","86","Grenade","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","10152.832812","X","Sources internationales sûres",""
"MK","Indicateurs macro","86","Grenade","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","255.465697","X","Sources internationales sûres",""
"MK","Indicateurs macro","86","Grenade","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","22.69424","Fc","Donnée calculée",""
"MK","Indicateurs macro","85","Groenland","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","2851.613478","X","Sources internationales sûres",""
"MK","Indicateurs macro","85","Groenland","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","50488.013278","X","Sources internationales sûres",""
"MK","Indicateurs macro","85","Groenland","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","659.680188","X","Sources internationales sûres",""
"MK","Indicateurs macro","85","Groenland","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","23.133577","Fc","Donnée calculée",""
"MK","Indicateurs macro","89","Guatemala","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","71653.756545","X","Sources internationales sûres",""
"MK","Indicateurs macro","89","Guatemala","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4236.114906","X","Sources internationales sûres",""
"MK","Indicateurs macro","89","Guatemala","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","millions","9751.667362","X","Sources internationales sûres",""
"MK","Indicateurs macro","89","Guatemala","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","13.609429","Fc","Donnée calculée",""
"MK","Indicateurs macro","89","Guatemala","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","millions","6064.855015","Fc","Donnée calculée",""
"MK","Indicateurs macro","90","Guinée","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","millions","10324.668257","X","Sources internationales sûres",""
