Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","218","Équateur","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","66.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","218","Équateur","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","94.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","724","Espagne","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","1.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","1.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","1.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","1.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","95.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","68.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.9","A","Chiffre officiel","Official estimate"
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","6.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","6.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","96.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","16.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","14.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","14.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","13","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","11","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","45.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","75.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","96.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","242","Fidji","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","<0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","242","Fidji","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","242","Fidji","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","242","Fidji","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","242","Fidji","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","94.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","246","Finlande","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","2.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","246","Finlande","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","246","Finlande","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","2.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","246","Finlande","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","250","France","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","250","France","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","1.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","250","France","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","<0.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","250","France","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","0.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","266","Gabon","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","266","Gabon","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","266","Gabon","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","266","Gabon","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","84.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","0.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","23.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","23.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","23.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","41.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","79.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","0.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","7.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","7.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","7.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","65.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","288","Ghana","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","2.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","288","Ghana","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","6.9","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","288","Ghana","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","23.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","288","Ghana","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","24.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","288","Ghana","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","36.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","288","Ghana","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","82.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","300","Grèce","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","300","Grèce","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","300","Grèce","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","300","Grèce","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","2.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","300","Grèce","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","300","Grèce","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","308","Grenade","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","308","Grenade","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","8.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","308","Grenade","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","308","Grenade","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","308","Grenade","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","87.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","308","Grenade","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","95.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","304","Groenland","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","304","Groenland","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","304","Groenland","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","304","Groenland","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","304","Groenland","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","96.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","304","Groenland","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","2.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","17.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","15.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","16.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","55","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","92.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","324","Guinée","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","324","Guinée","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","49.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","324","Guinée","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","47.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","324","Guinée","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","48.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","324","Guinée","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","63.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","64.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","0.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","8.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2017","2017","%","23.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","58.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","328","Guyana","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","<0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","328","Guyana","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","328","Guyana","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","328","Guyana","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","328","Guyana","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","95.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","332","Haïti","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","4.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","332","Haïti","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","332","Haïti","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","332","Haïti","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","332","Haïti","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","65.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","340","Honduras","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","1.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","340","Honduras","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","14.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","340","Honduras","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","19.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","340","Honduras","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","22.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","340","Honduras","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2017","2017","%","94.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","348","Hongrie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions","","O","Valeur manquante",""
