Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","344","Chine - RAS de Hong-Kong","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","17","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","110","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","1.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","44","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","156","Chine, continentale","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","156","Chine, continentale","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","62.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","156","Chine, continentale","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","156","Chine, continentale","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","156","Chine, continentale","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","14","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","158","Chine, Taiwan Province de","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","73.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","158","Chine, Taiwan Province de","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","65","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","158","Chine, Taiwan Province de","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","158","Chine, Taiwan Province de","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","158","Chine, Taiwan Province de","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","6.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","158","Chine, Taiwan Province de","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","11","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","196","Chypre","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","99.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","196","Chypre","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","40.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","196","Chypre","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","26","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","196","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","196","Chypre","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","10.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","196","Chypre","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","50","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","170","Colombie","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","61.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","170","Colombie","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","23.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","170","Colombie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","13","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","170","Colombie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.77","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","170","Colombie","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","5.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","170","Colombie","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","49","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","174","Comores","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","73.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","174","Comores","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","174","Comores","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","302","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","174","Comores","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","174","Comores","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","3.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","174","Comores","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","33","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","178","Congo","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","92.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","178","Congo","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","178","Congo","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","178","Congo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.53","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","178","Congo","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","178","Congo","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","52","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","85.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","60.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","18","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.61","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","7.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","36","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","41.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","2.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","12","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","16","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","40","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","191","Croatie","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","-26.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","191","Croatie","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","191","Croatie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","17","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","191","Croatie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.69","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","191","Croatie","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","49.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","191","Croatie","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","52","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","192","Cuba","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","192","Cuba","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","21.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","192","Cuba","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","76","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","192","Cuba","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","192","Cuba","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","18.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","192","Cuba","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","47","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","208","Danemark","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","-13","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","208","Danemark","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","11.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","208","Danemark","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","208","Danemark","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","208","Danemark","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","23.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","208","Danemark","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","20","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","100","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","50","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","36","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.74","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","11.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","41","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","212","Dominique","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","100","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","212","Dominique","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","212","Dominique","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","182","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","212","Dominique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","212","Dominique","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","9.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","212","Dominique","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","30","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","818","Égypte","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","47.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","818","Égypte","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","100","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","818","Égypte","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","44","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","818","Égypte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","818","Égypte","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","6.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","818","Égypte","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","47","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","47.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","6.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","29","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","97.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","100","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","25.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","19","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","218","Équateur","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","34.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","218","Équateur","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","100","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","218","Équateur","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","218","Équateur","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","218","Équateur","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","19.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","218","Équateur","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","47","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","25","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.73","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","1.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","38.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","32.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","724","Espagne","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","724","Espagne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","724","Espagne","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","73.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","724","Espagne","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","31","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","-343.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","58.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","233","Estonie","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","24","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","69.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","28.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","15","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","11.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","50","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20162018","2016-2018","%","-22.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","17.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.29","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","36.8","E","Valeur estimée",""
